tt_label,session_number,speaker2,task,ipu2_start_time,ipu2_end_time,overlapped_transition
S,02,A,12,439.9589,440.3628,False
#,02,A,12,440.3628,453.7629,False
S,02,A,12,453.7629,454.5149,False
#,02,A,12,454.5149,456.2814,False
S,02,A,12,456.2814,460.2918,False
#,02,A,12,460.2918,465.2298,False
PI,02,A,12,465.2298,467.3823,False
#,02,A,12,467.3823,469.6459,False
S,02,A,12,469.6459,471.2028,False
#,02,A,12,471.2028,474.7593,False
S,02,A,12,474.7593,475.5587,False
#,02,A,12,475.5587,476.728,False
S,02,A,12,476.728,479.0578,False
X1,02,A,13,488.1656,498.7256,False
#,02,A,13,498.7256,506.9595,False
S,02,A,13,506.9595,522.2001,False
#,02,A,13,522.2001,523.0186,False
S,02,A,13,523.0186,524.1886,False
#,02,A,14,531.6751,532.7679,False
BC,02,A,14,532.7679,533.6527,False
#,02,A,14,533.6527,535.5623,False
S,02,A,14,535.5623,536.0436,False
#,02,A,14,536.0436,536.2926,False
X3,02,A,14,536.2926,536.6888,False
#,02,A,14,536.6888,543.617,False
S,02,A,14,543.617,543.866,False
#,02,A,14,543.866,545.0801,False
S,02,A,14,545.0801,546.104,False
#,02,A,14,546.104,546.3483,False
BI,02,A,14,546.3483,546.8026,True
#,02,A,14,546.8026,548.0139,False
BC,02,A,14,548.0139,548.34,False
#,02,A,14,548.34,549.9095,False
BC,02,A,14,549.9095,550.2952,False
#,02,A,14,550.2952,556.2376,False
S,02,A,14,556.2376,558.7679,False
#,02,A,14,558.7679,566.9612,False
S,02,A,14,566.9612,567.552,False
#,02,A,14,567.552,574.313,False
BI,02,A,14,574.313,574.3673,True
#,02,A,14,574.3673,575.1651,False
S,02,A,14,575.1651,579.5862,False
X1,02,B,1,0.6831,1.0811,False
#,02,B,1,1.0811,9.7765,False
A,02,B,1,9.7765,10.4365,False
#,02,B,1,10.4365,16.3794,False
O,02,B,1,16.3794,16.9973,True
#,02,B,1,16.9973,21.9215,False
S,02,B,1,21.9215,23.0915,False
X1,02,B,2,40.2029,60.0373,False
I,02,B,3,78.5035,78.8954,True
X1,02,B,4,88.7816,108.8617,False
#,02,B,4,108.8617,113.2317,False
PI,02,B,4,113.2317,116.9141,False
#,02,B,4,116.9141,117.9063,False
O,02,B,4,117.9063,118.7343,True
PI,02,B,5,136.0163,136.4041,False
#,02,B,5,136.4041,167.1964,False
S,02,B,5,167.1964,167.868,False
X1,02,B,6,193.3343,205.9057,False
#,02,B,6,205.9057,208.6909,False
I,02,B,6,208.6909,209.9496,True
#,02,B,6,209.9496,210.7529,False
S,02,B,6,210.7529,212.4249,False
S,02,B,7,240.0204,241.8251,False
X1,02,B,8,258.5588,269.9659,False
#,02,B,8,269.9659,275.9239,False
A,02,B,8,275.9239,277.3659,False
S,02,B,9,289.9237,292.5377,False
#,02,B,9,292.5377,292.6855,False
X3,02,B,9,292.6855,293.8168,False
#,02,B,9,293.8168,300.8858,False
PI,02,B,9,300.8858,302.334,False
#,02,B,9,302.334,305.0671,False
S,02,B,9,305.0671,305.5083,False
#,02,B,9,305.5083,308.5232,False
BC,02,B,9,308.5232,309.0275,False
#,02,B,9,309.0275,313.6843,False
S,02,B,9,313.6843,315.6785,False
#,02,B,9,315.6785,318.0471,False
S,02,B,9,318.0471,318.4855,False
#,02,B,9,318.4855,319.6081,False
PI,02,B,9,319.6081,322.4318,False
#,02,B,9,322.4318,328.0837,False
S,02,B,9,328.0837,328.7405,False
X1,02,B,10,340.0627,349.4536,False
#,02,B,10,349.4536,349.6342,False
X3,02,B,10,349.6342,350.4199,False
#,02,B,10,350.4199,350.7881,False
X3,02,B,10,350.7881,356.5615,False
I,02,B,11,374.3782,375.9893,True
#,02,B,11,375.9893,381.5539,False
PI,02,B,11,381.5539,382.3839,False
#,02,B,11,382.3839,390.6768,False
I,02,B,11,390.6768,394.1482,True
#,02,B,11,394.1482,396.604,False
O,02,B,11,396.604,399.8567,True
#,02,B,11,399.8567,400.4105,False
I,02,B,11,400.4105,401.1887,True
#,02,B,11,401.1887,402.188,False
S,02,B,11,402.188,404.1288,False
#,02,B,11,404.1288,409.787,False
I,02,B,11,409.787,411.3264,True
#,02,B,11,411.3264,413.3498,False
S,02,B,11,413.3498,413.9733,False
X1,02,B,12,426.4419,439.9361,False
#,02,B,12,439.9361,440.9366,False
S,02,B,12,440.9366,452.6432,False
#,02,B,12,452.6432,454.1017,False
I,02,B,12,454.1017,455.7032,True
#,02,B,12,455.7032,460.6032,False
S,02,B,12,460.6032,465.1381,False
#,02,B,12,465.1381,467.1608,False
O,02,B,12,467.1608,469.1132,True
#,02,B,12,469.1132,471.4411,False
S,02,B,12,471.4411,473.8132,False
#,02,B,12,473.8132,474.8832,False
X3,02,B,12,474.8832,476.55,False
S,02,B,13,502.9696,506.2811,False
#,02,B,13,506.2811,522.0784,False
I,02,B,13,522.0784,522.6745,True
X1,02,B,14,530.7324,531.5785,False
#,02,B,14,531.5785,532.7637,False
X3,02,B,14,532.7637,534.0673,False
#,02,B,14,534.0673,536.3114,False
S,02,B,14,536.3114,542.4947,False
#,02,B,14,542.4947,543.6093,False
X3,02,B,14,543.6093,544.8824,False
#,02,B,14,544.8824,546.1341,False
S,02,B,14,546.1341,546.4166,False
#,02,B,14,546.4166,546.5266,False
X3,02,B,14,546.5266,547.9171,False
#,02,B,14,547.9171,548.2927,False
X2_O,02,B,14,548.2927,549.7234,False
#,02,B,14,549.7234,550.2809,False
X2_O,02,B,14,550.2809,554.858,False
#,02,B,14,554.858,559.3668,False
S,02,B,14,559.3668,566.3967,False
#,02,B,14,566.3967,567.3868,False
O,02,B,14,567.3868,575.1168,True
#,02,B,14,575.1168,581.4782,False
S,02,B,14,581.4782,586.1335,False
X1,03,A,1,2.6986,23.4823,False
BC,03,A,2,42.1983,42.4572,False
#,03,A,2,42.4572,46.4973,False
BC,03,A,2,46.4973,46.9362,False
X1,03,A,3,68.413,84.584,False
#,03,A,3,84.584,86.1447,False
O,03,A,3,86.1447,91.7751,True
#,03,A,4,97.7322,102.847,False
BC,03,A,4,102.847,103.1696,False
#,03,A,4,103.1696,108.8641,False
S,03,A,4,108.8641,109.4672,False
#,03,A,4,109.4672,114.6958,False
BI,03,A,4,114.6958,115.0324,True
#,03,A,4,115.0324,117.0302,False
S,03,A,4,117.0302,125.7807,False
#,03,A,4,125.7807,135.8923,False
S,03,A,4,135.8923,139.1786,False
#,03,A,4,139.1786,141.9271,False
BC_O,03,A,4,141.9271,142.1585,False
#,03,A,4,142.1585,143.351,False
BC,03,A,4,143.351,143.6596,False
#,03,A,4,143.6596,148.4521,False
S,03,A,4,148.4521,148.7677,False
X1,03,A,5,160.066,171.0762,False
#,03,A,5,171.0762,171.9103,False
A,03,A,5,171.9103,172.1302,False
#,03,A,5,172.1302,172.2827,False
O,03,A,5,172.2827,195.4317,True
#,03,A,5,195.4317,201.9126,False
S,03,A,5,201.9126,207.6544,False
#,03,A,5,207.6544,215.4016,False
S,03,A,5,215.4016,215.89,False
#,03,A,5,215.89,217.7121,False
S,03,A,5,217.7121,218.8816,False
BC,03,A,6,241.4305,241.7693,False
#,03,A,6,241.7693,245.4791,False
BC,03,A,6,245.4791,246.0191,False
#,03,A,6,246.0191,248.3876,False
BC,03,A,6,248.3876,248.7689,False
#,03,A,6,248.7689,257.4197,False
S,03,A,6,257.4197,262.4212,False
#,03,A,6,262.4212,271.4683,False
S,03,A,6,271.4683,287.9556,False
#,03,A,6,287.9556,288.5138,False
S,03,A,6,288.5138,288.9263,False
#,03,A,6,288.9263,294.4304,False
S,03,A,6,294.4304,295.0216,False
#,03,A,6,295.0216,297.2096,False
S,03,A,6,297.2096,301.4531,False
X1,03,A,7,311.1421,325.4744,False
#,03,A,7,325.4744,326.5933,False
X2,03,A,7,326.5933,352.8962,False
#,03,A,7,352.8962,354.2176,False
X3,03,A,7,354.2176,357.6939,False
#,03,A,7,357.6939,362.1869,False
S,03,A,7,362.1869,382.0048,False
BC,03,A,8,394.1475,394.5179,False
#,03,A,8,394.5179,398.8673,False
BC_O,03,A,8,398.8673,399.2534,False
#,03,A,8,399.2534,406.3696,False
S,03,A,8,406.3696,409.9131,False
#,03,A,8,409.9131,410.035,False
O,03,A,8,410.035,410.66,True
#,03,A,8,410.66,422.9901,False
S,03,A,8,422.9901,423.3683,False
X1,03,A,9,433.2679,444.0255,False
#,03,A,9,444.0255,445.8681,False
S,03,A,9,445.8681,459.6466,False
#,03,A,9,459.6466,469.9212,False
S,03,A,9,469.9212,473.6137,False
#,03,A,9,473.6137,473.7949,False
X3,03,A,9,473.7949,475.1337,False
#,03,A,9,475.1337,475.9972,False
S,03,A,9,475.9972,483.6637,False
#,03,A,9,483.6637,484.0655,False
A,03,A,9,484.0655,485.2959,False
#,03,A,9,485.2959,494.6664,False
S,03,A,9,494.6664,496.9433,False
BC,03,A,10,511.373,511.8154,False
#,03,A,10,511.8154,515.8164,False
BC,03,A,10,515.8164,516.2655,False
#,03,A,10,516.2655,519.9822,False
PI,03,A,10,519.9822,520.4865,False
#,03,A,10,520.4865,527.893,False
BC,03,A,10,527.893,528.4052,False
#,03,A,10,528.4052,537.1544,False
BC,03,A,10,537.1544,537.5563,False
#,03,A,10,537.5563,538.1079,False
BC,03,A,10,538.1079,538.4571,False
#,03,A,10,538.4571,544.3354,False
S,03,A,10,544.3354,544.9175,False
X1,03,A,11,556.654,563.8731,False
#,03,A,11,563.8731,565.0755,False
X2,03,A,11,565.0755,572.7622,False
#,03,A,11,572.7622,573.8111,False
X2,03,A,11,573.8111,583.7756,False
#,03,A,11,583.7756,585.2053,False
S,03,A,11,585.2053,589.2377,False
#,03,A,11,589.2377,589.3382,False
S,03,A,11,589.3382,592.5575,False
#,03,A,11,592.5575,592.9607,False
X2_O,03,A,11,592.9607,603.941,False
#,03,A,11,603.941,607.4584,False
S,03,A,11,607.4584,607.8165,False
BC,03,A,12,618.6818,619.0535,False
#,03,A,12,619.0535,624.0467,False
BC,03,A,12,624.0467,624.4464,False
#,03,A,12,624.4464,626.8256,False
BC,03,A,12,626.8256,627.2815,False
#,03,A,12,627.2815,628.6128,False
BC,03,A,12,628.6128,629.0896,False
#,03,A,12,629.0896,632.2122,False
S,03,A,12,632.2122,632.6961,False
#,03,A,12,632.6961,635.8422,False
BC,03,A,12,635.8422,636.1858,False
#,03,A,12,636.1858,640.8303,False
BC,03,A,12,640.8303,641.2159,False
#,03,A,12,641.2159,643.0905,False
BC_O,03,A,12,643.0905,643.5253,False
#,03,A,12,643.5253,652.4993,False
BC,03,A,12,652.4993,652.9456,False
#,03,A,12,652.9456,658.1191,False
BC,03,A,12,658.1191,658.582,False
#,03,A,12,658.582,665.3111,False
S,03,A,12,665.3111,672.1157,False
#,03,A,12,672.1157,672.6729,False
X2,03,A,12,672.6729,678.9788,False
#,03,A,12,678.9788,679.3611,False
X3,03,A,12,679.3611,681.2982,False
#,03,A,12,681.2982,683.5756,False
S,03,A,12,683.5756,685.7045,False
X1,03,A,13,693.2524,705.7675,False
#,03,A,13,705.7675,706.5577,False
X2,03,A,13,706.5577,710.6663,False
#,03,A,13,710.6663,714.0082,False
S,03,A,13,714.0082,714.5417,False
#,03,A,13,714.5417,715.2921,False
X3,03,A,13,715.2921,737.934,False
#,03,A,13,737.934,739.275,False
S,03,A,13,739.275,744.1044,False
#,03,A,13,744.1044,744.834,False
A,03,A,13,744.834,746.0522,False
BC,03,A,14,757.3656,757.8144,False
#,03,A,14,757.8144,764.0602,False
BC,03,A,14,764.0602,764.5371,False
#,03,A,14,764.5371,767.6603,False
BC_O,03,A,14,767.6603,768.2073,False
#,03,A,14,768.2073,775.6438,False
BC,03,A,14,775.6438,776.0427,False
#,03,A,14,776.0427,779.0801,False
A,03,A,14,779.0801,779.7336,False
#,03,A,14,779.7336,787.5693,False
BC,03,A,14,787.5693,788.0923,False
#,03,A,14,788.0923,793.7228,False
BC,03,A,14,793.7228,794.1857,False
#,03,A,14,794.1857,802.3457,False
S,03,A,14,802.3457,804.0487,False
#,03,A,14,804.0487,808.9687,False
S,03,A,14,808.9687,815.5218,False
S,03,B,1,24.0518,24.5848,False
X1,03,B,2,37.9002,41.8972,False
#,03,B,2,41.8972,43.4997,False
X2,03,B,2,43.4997,46.2784,False
#,03,B,2,46.2784,48.0741,False
X2,03,B,2,48.0741,51.4284,False
S,03,B,3,84.9371,86.3733,False
A,03,B,4,99.7539,102.302,False
#,03,B,4,102.302,103.2277,False
X2,03,B,4,103.2277,106.5463,False
#,03,B,4,106.5463,108.8881,False
X3,03,B,4,108.8881,109.4596,False
#,03,B,4,109.4596,109.6456,False
S,03,B,4,109.6456,115.2158,False
#,03,B,4,115.2158,126.4386,False
S,03,B,4,126.4386,134.7766,False
#,03,B,4,134.7766,136.5973,False
O,03,B,4,136.5973,137.2284,True
#,03,B,4,137.2284,137.7792,False
O,03,B,4,137.7792,143.1841,True
#,03,B,4,143.1841,143.6381,False
X2_O,03,B,4,143.6381,147.9778,False
BC,03,B,5,171.6981,172.5957,False
#,03,B,5,172.5957,196.7813,False
S,03,B,5,196.7813,200.3548,False
#,03,B,5,200.3548,208.1596,False
S,03,B,5,208.1596,214.9396,False
#,03,B,5,214.9396,215.9323,False
S,03,B,5,215.9323,217.2756,False
#,03,B,5,217.2756,219.0373,False
S,03,B,5,219.0373,219.3603,False
X1,03,B,6,235.9478,241.3386,False
#,03,B,6,241.3386,243.1491,False
X2,03,B,6,243.1491,245.2075,False
#,03,B,6,245.2075,245.8569,False
X2_O,03,B,6,245.8569,248.2491,False
#,03,B,6,248.2491,249.1986,False
X2,03,B,6,249.1986,251.9203,False
#,03,B,6,251.9203,262.8411,False
S,03,B,6,262.8411,268.7505,False
#,03,B,6,268.7505,287.4079,False
O,03,B,6,287.4079,287.6884,True
#,03,B,6,287.6884,288.1528,False
S,03,B,6,288.1528,288.4649,False
#,03,B,6,288.4649,288.5175,False
X3,03,B,6,288.5175,288.9146,False
#,03,B,6,288.9146,289.4059,False
S,03,B,6,289.4059,292.2123,False
#,03,B,6,292.2123,295.6582,False
S,03,B,6,295.6582,296.6189,False
BC,03,B,7,325.8781,326.1121,False
#,03,B,7,326.1121,354.1445,False
A,03,B,7,354.1445,354.6915,False
#,03,B,7,354.6915,361.772,False
PI,03,B,7,361.772,362.1127,False
#,03,B,7,362.1127,362.6036,False
A,03,B,7,362.6036,362.828,False
#,03,B,7,362.828,382.2005,False
S,03,B,7,382.2005,383.298,False
X1,03,B,8,391.1073,393.6613,False
#,03,B,8,393.6613,394.952,False
X2,03,B,8,394.952,400.5731,False
#,03,B,8,400.5731,409.8063,False
I,03,B,8,409.8063,422.6496,True
#,03,B,8,422.6496,423.0283,False
X3,03,B,8,423.0283,424.3583,False
PI,03,B,9,444.6117,445.7221,False
#,03,B,9,445.7221,460.8494,False
S,03,B,9,460.8494,468.7668,False
#,03,B,9,468.7668,469.8979,False
X3,03,B,9,469.8979,470.3007,False
#,03,B,9,470.3007,473.8202,False
A,03,B,9,473.8202,474.2321,False
#,03,B,9,474.2321,475.3822,False
S,03,B,9,475.3822,475.781,False
#,03,B,9,475.781,483.771,False
A,03,B,9,483.771,484.29,False
#,03,B,9,484.29,486.3185,False
S,03,B,9,486.3185,493.2181,False
#,03,B,9,493.2181,496.5693,False
O,03,B,9,496.5693,496.8359,True
#,03,B,9,496.8359,497.0736,False
S,03,B,9,497.0736,497.5937,False
X1,03,B,10,509.4246,510.9703,False
#,03,B,10,510.9703,512.5757,False
X2,03,B,10,512.5757,515.3509,False
#,03,B,10,515.3509,517.9176,False
X2,03,B,10,517.9176,518.8133,False
#,03,B,10,518.8133,519.9053,False
X3,03,B,10,519.9053,520.44,False
#,03,B,10,520.44,520.9169,False
S,03,B,10,520.9169,527.5336,False
#,03,B,10,527.5336,529.8736,False
X2,03,B,10,529.8736,536.9337,False
#,03,B,10,536.9337,537.0547,False
X3,03,B,10,537.0547,538.0699,False
#,03,B,10,538.0699,538.9933,False
X2,03,B,10,538.9933,544.1217,False
#,03,B,10,544.1217,546.7014,False
S,03,B,10,546.7014,547.0937,False
BC,03,B,11,564.0841,564.484,False
#,03,B,11,564.484,573.4431,False
BC,03,B,11,573.4431,573.7008,False
#,03,B,11,573.7008,584.1411,False
S,03,B,11,584.1411,584.6596,False
#,03,B,11,584.6596,588.6081,False
A,03,B,11,588.6081,589.2604,False
#,03,B,11,589.2604,592.7109,False
BC,03,B,11,592.7109,592.9889,False
#,03,B,11,592.9889,605.7134,False
S,03,B,11,605.7134,607.294,False
X1,03,B,12,615.5695,618.2554,False
#,03,B,12,618.2554,619.6838,False
X2,03,B,12,619.6838,623.4793,False
#,03,B,12,623.4793,625.0876,False
X2,03,B,12,625.0876,626.4851,False
#,03,B,12,626.4851,626.8221,False
X3,03,B,12,626.8221,628.223,False
#,03,B,12,628.223,629.4833,False
X2,03,B,12,629.4833,632.1435,False
#,03,B,12,632.1435,633.0425,False
S,03,B,12,633.0425,635.5605,False
#,03,B,12,635.5605,635.8994,False
X3,03,B,12,635.8994,636.1566,False
#,03,B,12,636.1566,636.4594,False
X2,03,B,12,636.4594,638.8428,False
#,03,B,12,638.8428,641.3353,False
X2,03,B,12,641.3353,643.207,False
#,03,B,12,643.207,644.2662,False
X2,03,B,12,644.2662,652.2149,False
#,03,B,12,652.2149,653.2014,False
X2,03,B,12,653.2014,657.7721,False
#,03,B,12,657.7721,660.5087,False
X2,03,B,12,660.5087,664.204,False
#,03,B,12,664.204,672.2483,False
BC,03,B,12,672.2483,672.5288,False
#,03,B,12,672.5288,679.2045,False
PI,03,B,12,679.2045,679.627,False
#,03,B,12,679.627,681.4417,False
S,03,B,12,681.4417,683.1906,False
BC,03,B,13,706.2757,706.3681,False
#,03,B,13,706.3681,711.9149,False
S,03,B,13,711.9149,712.8549,False
#,03,B,13,712.8549,715.2649,False
S,03,B,13,715.2649,715.5149,False
#,03,B,13,715.5149,735.7022,False
BI,03,B,13,735.7022,736.7542,True
#,03,B,13,736.7542,737.124,False
O,03,B,13,737.124,737.5323,True
#,03,B,13,737.5323,738.4271,False
S,03,B,13,738.4271,738.9494,False
#,03,B,13,738.9494,744.4779,False
A,03,B,13,744.4779,744.8758,False
X1,03,B,14,754.6833,756.6277,False
#,03,B,14,756.6277,759.2704,False
X2,03,B,14,759.2704,763.2198,False
#,03,B,14,763.2198,764.7908,False
X2,03,B,14,764.7908,767.7201,False
#,03,B,14,767.7201,768.5298,False
X2,03,B,14,768.5298,775.351,False
#,03,B,14,775.351,775.8541,False
X2_O,03,B,14,775.8541,778.6908,False
#,03,B,14,778.6908,780.9767,False
A,03,B,14,780.9767,787.4804,False
#,03,B,14,787.4804,788.87,False
X2,03,B,14,788.87,793.4949,False
#,03,B,14,793.4949,794.7834,False
X2,03,B,14,794.7834,801.7929,False
#,03,B,14,801.7929,804.1579,False
S,03,B,14,804.1579,808.3058,False
X1,04,A,1,0.3475,54.7463,False
#,04,A,1,54.7463,54.8724,False
A,04,A,1,54.8724,57.1146,False
#,04,A,1,57.1146,58.14,False
X2_O,04,A,1,58.14,61.1127,False
#,04,A,1,61.1127,63.5976,False
S,04,A,1,63.5976,68.1384,False
#,04,A,1,68.1384,68.3078,False
A,04,A,1,68.3078,71.363,False
#,04,A,1,71.363,72.9197,False
S,04,A,1,72.9197,76.3276,False
#,04,A,1,76.3276,77.5319,False
S,04,A,1,77.5319,80.8944,False
#,04,A,1,80.8944,82.0268,False
S,04,A,1,82.0268,83.3168,False
BC,04,A,2,93.4047,93.6352,False
#,04,A,2,93.6352,99.4788,False
BC,04,A,2,99.4788,99.7957,False
#,04,A,2,99.7957,109.2217,False
S,04,A,2,109.2217,117.5096,False
#,04,A,2,117.5096,121.5836,False
O,04,A,2,121.5836,124.2266,True
#,04,A,2,124.2266,125.5367,False
S,04,A,2,125.5367,127.2824,False
X1,04,A,3,138.365,140.4629,False
#,04,A,3,140.4629,140.8214,False
X2_O,04,A,3,140.8214,146.9859,False
#,04,A,3,146.9859,147.7215,False
X2,04,A,3,147.7215,153.0215,False
#,04,A,3,153.0215,153.1866,False
X3,04,A,3,153.1866,165.9886,False
#,04,A,3,165.9886,168.7146,False
S,04,A,3,168.7146,174.844,False
#,04,A,3,174.844,175.8034,False
X2,04,A,3,175.8034,186.1719,False
#,04,A,3,186.1719,186.8831,False
X2,04,A,3,186.8831,225.1026,False
#,04,A,3,225.1026,226.7775,False
S,04,A,3,226.7775,228.0584,False
BC,04,A,4,239.0876,239.3722,False
#,04,A,4,239.3722,248.5277,False
BC,04,A,4,248.5277,248.816,False
#,04,A,4,248.816,256.6718,False
S,04,A,4,256.6718,261.2279,False
#,04,A,4,261.2279,264.8891,False
S,04,A,4,264.8891,269.4271,False
#,04,A,4,269.4271,275.2076,False
S,04,A,4,275.2076,275.8182,False
#,04,A,4,275.8182,276.7576,False
S,04,A,4,276.7576,286.8292,False
#,04,A,4,286.8292,287.8945,False
I,04,A,4,287.8945,299.3315,True
#,04,A,4,299.3315,299.974,False
X3,04,A,4,299.974,300.3225,False
#,04,A,4,300.3225,302.501,False
BC,04,A,4,302.501,302.7659,False
#,04,A,4,302.7659,306.7183,False
S,04,A,4,306.7183,316.2011,False
#,04,A,4,316.2011,317.6211,False
S,04,A,4,317.6211,330.6772,False
#,04,A,4,330.6772,332.7116,False
PI,04,A,4,332.7116,333.8958,False
#,04,A,4,333.8958,336.2969,False
S,04,A,4,336.2969,336.8743,False
X1,04,A,5,345.9064,347.5136,False
#,04,A,5,347.5136,348.0895,False
X2,04,A,5,348.0895,356.8544,False
#,04,A,5,356.8544,358.9826,False
X2,04,A,5,358.9826,365.5269,False
#,04,A,5,365.5269,366.7396,False
X2,04,A,5,366.7396,371.3972,False
#,04,A,5,371.3972,372.199,False
X2,04,A,5,372.199,376.5025,False
#,04,A,5,376.5025,377.3126,False
X2,04,A,5,377.3126,380.1726,False
#,04,A,5,380.1726,381.7564,False
X2,04,A,5,381.7564,395.603,False
#,04,A,5,395.603,396.3891,False
X3,04,A,5,396.3891,454.7415,False
#,04,A,5,454.7415,461.0513,False
S,04,A,5,461.0513,463.3056,False
#,04,A,5,463.3056,464.2771,False
S,04,A,5,464.2771,467.8116,False
#,04,A,5,467.8116,468.6041,False
X2,04,A,5,468.6041,469.2472,False
#,04,A,5,469.2472,469.5611,False
X3,04,A,5,469.5611,470.9742,False
#,04,A,5,470.9742,472.1978,False
X2,04,A,5,472.1978,477.4764,False
#,04,A,5,477.4764,478.0438,False
X2_O,04,A,5,478.0438,481.2554,False
#,04,A,5,481.2554,481.8424,False
O,04,A,5,481.8424,490.0013,True
#,04,A,5,490.0013,490.9922,False
X2,04,A,5,490.9922,499.6899,False
#,04,A,5,499.6899,499.9667,False
X3,04,A,5,499.9667,503.6607,False
#,04,A,5,503.6607,508.8178,False
O,04,A,5,508.8178,512.0131,True
#,04,A,5,512.0131,512.5233,False
O,04,A,5,512.5233,517.4571,True
#,04,A,5,517.4571,517.8847,False
X2,04,A,5,517.8847,519.7885,False
#,04,A,5,519.7885,521.1221,False
S,04,A,5,521.1221,522.4455,False
S,04,A,6,536.1155,537.5426,False
#,04,A,6,537.5426,537.8687,False
X3,04,A,6,537.8687,539.006,False
#,04,A,6,539.006,539.9392,False
BC,04,A,6,539.9392,540.1723,False
#,04,A,6,540.1723,542.9692,False
BC,04,A,6,542.9692,543.3226,False
#,04,A,6,543.3226,549.3921,False
BC,04,A,6,549.3921,549.7418,False
#,04,A,6,549.7418,558.4782,False
PI,04,A,6,558.4782,560.5253,False
#,04,A,6,560.5253,562.3977,False
S,04,A,6,562.3977,562.6747,False
#,04,A,6,562.6747,564.7855,False
PI,04,A,6,564.7855,573.4813,False
#,04,A,6,573.4813,587.8471,False
PI,04,A,6,587.8471,592.6432,False
#,04,A,6,592.6432,593.3042,False
X2,04,A,6,593.3042,594.882,False
#,04,A,6,594.882,595.5178,False
X2_O,04,A,6,595.5178,612.0481,False
#,04,A,6,612.0481,626.34,False
BC,04,A,6,626.34,626.6276,False
#,04,A,6,626.6276,628.5936,False
BC,04,A,6,628.5936,628.9718,False
#,04,A,6,628.9718,635.4372,False
S,04,A,6,635.4372,638.2872,False
#,04,A,6,638.2872,646.5069,False
S,04,A,6,646.5069,650.1698,False
X1,04,A,7,658.7529,668.8478,False
#,04,A,7,668.8478,670.1266,False
X2,04,A,7,670.1266,674.144,False
#,04,A,7,674.144,675.8273,False
X2,04,A,7,675.8273,687.1658,False
#,04,A,7,687.1658,688.2269,False
X2,04,A,7,688.2269,712.9844,False
#,04,A,7,712.9844,713.3666,False
X3,04,A,7,713.3666,730.9359,False
#,04,A,7,730.9359,731.1059,False
X3,04,A,7,731.1059,731.6959,False
#,04,A,7,731.6959,735.7342,False
O,04,A,7,735.7342,738.4704,True
#,04,A,7,738.4704,739.0377,False
S,04,A,7,739.0377,742.8591,False
#,04,A,7,742.8591,743.9104,False
X3,04,A,7,743.9104,744.3656,False
X1,04,A,8,750.8421,753.2627,False
#,04,A,8,753.2627,753.538,False
I,04,A,8,753.538,753.9253,True
#,04,A,8,753.9253,755.5877,False
BC,04,A,8,755.5877,755.9226,False
#,04,A,8,755.9226,761.2812,False
S,04,A,8,761.2812,763.2846,False
#,04,A,8,763.2846,764.1813,False
O,04,A,8,764.1813,765.1588,True
#,04,A,8,765.1588,765.6154,False
S,04,A,8,765.6154,774.976,False
#,04,A,8,774.976,776.6706,False
X2,04,A,8,776.6706,792.3276,False
#,04,A,8,792.3276,793.5088,False
S,04,A,8,793.5088,795.4628,False
#,04,A,8,795.4628,798.5508,False
S,04,A,8,798.5508,801.298,False
#,04,A,8,801.298,803.8901,False
S,04,A,8,803.8901,807.8395,False
X1,04,A,9,813.9056,815.2956,False
#,04,A,9,815.2956,815.9507,False
X2,04,A,9,815.9507,818.645,False
#,04,A,9,818.645,819.5956,False
X2,04,A,9,819.5956,825.4909,False
#,04,A,9,825.4909,825.9102,False
S,04,A,9,825.9102,829.5823,False
#,04,A,9,829.5823,831.8233,False
X2,04,A,9,831.8233,839.7154,False
#,04,A,9,839.7154,840.476,False
X2,04,A,9,840.476,843.436,False
#,04,A,9,843.436,844.4133,False
X2,04,A,9,844.4133,853.2649,False
#,04,A,9,853.2649,853.8033,False
X2,04,A,9,853.8033,858.4033,False
#,04,A,9,858.4033,859.4533,False
X3,04,A,9,859.4533,861.7833,False
